,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle
0,0.6851034963262701,418,5456.521583251953,2508,0.3413827196582627,0.34089338085276205,2.0985921152636684,2.905434645121953
