,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle
0,0.7531928120507587,298,5456.521583251953,1788,0.1943049518930127,0.22249665037551566,1.9375907814215871,2.7267918598025354
