,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle
0,0.6966494155495812,396,5456.521583251953,2376,0.3373799294452019,0.3456663635860994,2.0299698008496105,2.832256513405133
