,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle,steps2interv
0,0.6728343700847855,248,3060.155013671875,1488,0.360258266089502,0.36065641916036334,2.0202232108353053,2.904527134837601,27.60790273556231
