,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle,steps2interv
0,0.799381164749817,128,3060.155013671875,768,0.21258556734615314,0.21949647003707154,1.7099574920457397,2.4401552448050934,43.45933014354067
