,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle,steps2interv
0,0.6563820818265161,267,3060.155013671875,1602,0.35782838931343935,0.3556887631337796,2.1263272814728844,2.9919629676517485,26.100574712643677
