,autonomy,interventions,total videos length,intevention_time,mean_distance,std_distance,mean_angle,std_angle,steps2interv
0,0.7555649113038603,165,3060.155013671875,990,0.22248886952193603,0.24359313472944774,1.7926894531120285,2.6505628985682277,36.922764227642276
